Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
148;182,5623;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;13,75184;6,376039;;717;14,12786
149;185,365;;-2 + -2 + -2 + -2 + -2 + -2 + ;1,716425;1,175802;;250;-3,107774
150;186,3221;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,029061;0,6727523;;317;-2,298189
151;187,3333;;-2 + -2 + -2 + -2 + -2 + -2 + ;0,5608004;0,61538;;283;-4,823819
152;188,272;;-2 + -2 + -2 + -2 + ;2,480379;2,099348;;250;-1,420274
153;189,1069;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,350682;1,313698;;200;-10,33562
154;189,8111;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,834384;0,9959968;;83;-8,16962
155;190,1141;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,242525;1,751608;;250;-1,005867
156;190,9949;;-2 + -2 + -2 + -2 + -2 + ;3,429367;0,9097126;;367;-1,660923
157;192,1626;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;6,039855;2,171284;;417;4,211139
158;193,5974;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;5,502928;2,507001;;300;0,009925842
159;194,7112;;-2 + -2 + -2 + -2 + ;8,219272;2,629328;;516;2,848593
160;196,6543;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,160908;0,8755113;;167;-3,963579
161;197,2983;;-2 + -2 + -2 + -2 + -2 + ;2,514454;1,559671;;117;-3,925875
162;197,7874;;-2 + -2 + -2 + ;2,679537;1,749145;;216;-1,571318
163;198,6443;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;9,221332;4,402354;;667;6,623677
164;201,2076;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,116632;1,711183;;217;0,827816
165;202,1042;;-2 + -2 + -2 + -2 + -2 + -2 + ;2,222001;1,162272;;116;-2,615729
166;202,4821;;-2 + -2 + ;3,105408;1,219157;;234;0,324564
167;203,2491;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,994973;1,686129;;316;-0,3189006
168;204,2356;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,909423;1,751745;;450;2,66117
169;205,6352;;-2 + -2 + ;2,139069;1,0095;;100;-0,8514299
170;205,9827;;-2 + ;2,903672;1,585167;;250;2,488841
171;206,7823;;-2 + -2 + -2 + -2 + -2 + -2 + ;-1,13221;0,5789013;;117;-6,553309
172;207,1653;;-2 + -2 + -2 + ;1,108638;1,298777;;183;-3,592588
173;207,7973;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;5,675999;1,919244;;300;-0,4047561
174;208,9066;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,149954;1,635594;;384;-0,2144518
175;210,3188;;-2 + -2 + -2 + -2 + -2 + -2 + ;0,2128547;0,688642;;100;-5,098503
176;210,716;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;-0,657399;0,5288048;;100;-6,128594
177;211,1125;;-2 + -2 + -2 + ;1,333365;1,299838;;100;-3,366796
178;211,5075;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;5,590621;3,507724;;600;4,098343
179;213,8377;;-2 + -2 + -2 + ;2,278139;2,144763;;116;-1,577099
180;214,2611;1 + ;-2 + -2 + ;7,51169;3,099554;;550;7,611238
181;215,9515;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,550829;1,717226;;200;-0,7319469
182;216,6173;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,394454;0,9904438;;317;-2,615102
183;217,6012;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;9,54552;4,218329;;583;6,763851
184;224,4447;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,923572;1,957886;;267;0,8814588
185;225,481;1 + ;-2 + -2 + -2 + -2 + ;9,046152;5,200902;;400;7,247055
186;227,0301;;-2 + -2 + -2 + -2 + -2 + ;2,559569;1,335854;;200;-2,104576
187;227,8728;;-2 + ;11,60287;4,840999;;767;14,44387
188;230,9431;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,646513;1,457759;;283;-3,895726
189;232,0421;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,578204;1,269373;;183;-2,152422
190;232,7863;;-2 + ;0,4315763;0,686196;;150;-0,8822273
191;233,3836;;-2 + -2 + -2 + -2 + ;3,172831;1,306356;;167;-3,520813
192;234,0515;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,062116;2,77089;;217;0,8330069
193;234,9337;;-2 + -2 + -2 + -2 + ;1,330917;1,028208;;250;-5,640875
194;235,9262;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,362785;1,467558;;183;-2,169659
195;236,6508;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,86737;1,192331;;133;-10,9403
196;237,179;;-2 + -2 + -2 + -2 + -2 + -2 + ;2,969232;2,139403;;467;-2,891369
197;238,6737;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,902292;1,90726;;233;-0,1904469
198;239,4599;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;8,663517;3,011842;;667;5,675364
199;241,4498;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,51003;0,8407241;;133;-3,649246
200;241,8766;;-2 + -2 + -2 + -2 + -2 + ;0,3798488;0,7576889;;100;-8,862463
201;242,2589;;-2 + -2 + -2 + ;0,8766376;0,6090137;;400;-4,514349
202;243,4953;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,4871965;0,8291484;;300;-6,683656
203;244,4356;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,597303;3,369031;;400;2,966343
204;245,668;;-2 + -2 + -2 + -2 + -2 + -2 + ;-0,1222636;0,6125304;;134;-3,509733
205;246,1232;;-2 + ;10,10432;4,030755;;666;12,13508
206;248,1224;;-2 + -2 + -2 + -2 + ;7,833709;2,803152;;567;2,636867
207;249,8854;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,018273;1,564;;167;-1,417727
208;250,4668;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,885937;2,590724;;266;1,476661
209;251,3187;;-2 + -2 + -2 + -2 + ;3,22708;1,018155;;367;-3,754765
210;252,4506;;-2 + -2 + -2 + -2 + -2 + -2 + ;5,38086;1,93771;;283;3,318567
211;253,3557;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,415329;2,294582;;284;4,709913
212;254,2542;;-2 + -2 + -2 + -2 + ;2,231104;1,070517;;100;1,301621
213;254,6051;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;13,94497;4,68261;;1000;13,62759
214;257,5453;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,5106936;0,6038197;;400;-4,885487
215;258,7747;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,069072;1,375535;;300;-3,555393
216;259,7276;;-2 + -2 + -2 + -2 + ;3,633477;1,268559;;166;-3,097965
217;260,2523;;-2 + -2 + -2 + ;1,691782;0,7889696;;67;-3,519248
218;260,555;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;5,043104;2,179951;;417;3,223054
219;261,8801;;-2 + -2 + -2 + ;0,01585229;0,7031038;;133;-5,281044
220;262,3328;;-2 + -2 + -2 + -2 + ;5,881677;1,930322;;450;-0,1880012
221;263,6704;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,314616;4,978586;;383;6,293212
222;264,8561;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,621727;2,569097;;684;9,190831
223;266,8948;;-2 + -2 + -2 + -2 + -2 + -2 + ;4,01475;1,997407;;200;0,01215792
224;267,5331;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,017385;1,389084;;350;-0,5935278
225;268,6607;;-2 + -2 + -2 + -2 + -2 + -2 + ;1,470166;0,9083234;;200;-3,621512
226;269,313;;-2 + ;3,120035;1,504232;;300;2,624267
227;270,2787;;-2 + -2 + -2 + ;-0,8814573;0,5015491;;100;-6,379908
228;270,6245;;-2 + -2 + -2 + ;1,548748;0,6004637;;133;-3,850789
229;271,0846;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,606609;3,903989;;217;3,510599
230;271,8587;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,518427;3,32529;;283;3,843718
231;272,7475;;-2 + -2 + -2 + -2 + ;9,049211;4,720849;;500;5,770062
232;274,2724;;-2 + -2 + -2 + ;3,188715;1,587707;;383;2,776424
233;275,4984;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,809111;1,333161;;134;-3,857728
234;275,9362;;-2 + -2 + -2 + ;3,625072;2,129965;;283;-0,2449632
235;276,8899;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,321707;1,938446;;217;1,260153
236;277,6078;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,84035;2,618526;;183;0,4588761
237;278,2115;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,687452;0,9137303;;117;-2,398817
238;278,6182;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,599731;2,99017;;366;2,5899
239;279,9721;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,7125576;0,751298;;117;-6,536145
240;280,4252;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;6,194688;2,894805;;467;2,089492
241;282,2442;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,1267992;0,5400285;;316;-3,333173
